Gene ID,Res_ss_1,Res_ss_2,Res_ss_3,ift_pH_1,ift_pH_2,ift_pH_3,ift_ss_1,ift_ss_2,ift_ss_3
Cre05.g232750_4532,9.19,10.26,6.2,31.95,75.91,39.2,23.31,19.36,22.11
Cre05.g232751_4532,0.07,0.19,0.1,2.62,23.2,9.01,0.45,12.08,7.03
Cre05.g232752_4532,2.68,2.45,4.25,1.85,3.34,3.56,0.61,10.2,5.99
Cre05.g232800_4532,0,0.46,0.16,0,0,0,0.63,0.45,0.47
Cre05.g232850_4532,4.62,1.04,9.61,4.37,3.03,0.81,0.8,12.77,2.12
Cre05.g232900_4532,0.13,0.17,0.36,0.11,0.03,0.13,0.53,0.82,0.27
Cre05.g232950_4532,2.04,2.41,1.59,3.94,3.01,2.91,5.78,3.29,5.04
Cre05.g233050_4532,1541.44,1332.25,1412.32,903.71,1295.02,1145.77,1053.46,1234.46,1130.35
Cre05.g233051_4532,1.06,1.79,0.61,0.77,0.13,0.56,3.99,1.84,2.68
Cre05.g233100_4532,0.17,0.13,0,1.39,0.81,1.63,12.37,0.66,3.02
Cre05.g233300_4532,0.38,0.45,0.69,0.91,0.92,1.1,2.14,0.57,1.11
Cre05.g233303_4532,1.07,1.31,1.55,2.62,12.82,8.7,2.06,6.39,6.79
Cre05.g233304_4532,0,0.03,0.01,0.36,0.19,0.13,0.19,0.17,0.26
Cre05.g233305_4532,17.88,14.8,19.77,32.15,10.38,16.23,18.59,15.4,24.14
Cre05.g233350_4532,0,0.04,0.04,0.63,2.87,2.09,0.39,1.33,1.18
Cre05.g233400_4532,1.68,2.01,0.71,2.46,2.13,2.41,4.58,2.71,3.36
Cre05.g233450_4532,0.82,0.6,0.38,1.82,1.43,1.57,2.03,1.81,2.26
Cre05.g233550_4532,1.09,1.1,2.78,0.53,0.13,0.25,2.81,1.58,0.75
Cre05.g233551_4532,0.28,0.4,0.34,0.61,0.1,0.07,0.59,0.22,0.12
Cre05.g233600_4532,0.27,0.43,1.25,0.25,0.06,0.14,0.21,3.94,1.86
Cre05.g233650_4532,6.22,9.94,3.7,15.96,15.42,11.93,11.76,4.95,10.05
Cre05.g233750_4532,0.7,0.65,1.02,1.98,1.97,1.63,0.41,1.4,2.33
Cre05.g233751_4532,0,0,0,0,0.61,0.48,0.12,0,0.12
Cre05.g233800_4532,25.57,18.61,26.31,26.55,38.18,43.2,41.38,24.56,24.23
Cre05.g233850_4532,1.49,1.69,1.19,0.65,0.3,0.18,0.28,0.22,0.39
Cre05.g233900_4532,90.28,80.76,132.1,79.05,66.74,86.73,39.21,117.51,111.99
Cre05.g233950_4532,212.73,203.81,270.52,661.91,1397.69,1311.67,365.41,782.15,842.38
Cre05.g234050_4532,1.27,1.21,0.34,1.15,1.36,1.56,10.64,0.56,1.55
Cre05.g234100_4532,2.52,1.59,2.41,26.61,35.22,25.55,7.94,3.91,4.76
Cre05.g234150_4532,0.03,0.09,0.08,7.85,11.41,6.78,6.99,5.18,6.78
Cre05.g234200_4532,1.4,1.47,2.4,2.74,1.49,3.11,2.25,4.17,3.18
Cre05.g234250_4532,1.57,1.45,1.97,2.11,0.65,0.72,1.81,3.09,2.97
Cre05.g234300_4532,9.77,9.49,8.67,16.23,51.69,35.58,13.9,12.65,18.46
Cre05.g234350_4532,2.98,3.3,1.1,13.99,7.55,9.01,2.9,1.95,4.84
Cre05.g234400_4532,2.07,2.62,1.4,16.77,16.22,12.82,5.57,5.44,7.65
Cre05.g234500_4532,1.58,1.93,1.82,2.9,2.12,1.63,2.07,3.25,4.17
Cre05.g234550_4532,4285.9,4129.5,8079.13,2142.96,1195.44,1589.45,2729.01,5549.72,2360.26
Cre05.g234600_4532,0.43,0.41,0.22,0.23,0.1,0.27,0.41,0.78,0.81
Cre05.g234636_4532,12.63,13.77,9.88,15.9,21.93,20.45,7.74,12.16,14.59
Cre05.g234637_4532,5534.57,4672.72,4008.26,2914.91,1823.69,2839.71,3897.86,3148.51,3383
Cre05.g234638_4532,2.25,1.43,3.56,1.15,1.16,2.43,12,2.68,3.86
Cre05.g234639_4532,5.26,4.21,7.84,18.96,51.24,39.35,15.47,17.88,16.82
Cre05.g234640_4532,0.3,0.47,0.62,0.82,0.27,0.52,1.22,0.88,0.59
Cre05.g234641_4532,4.31,4.72,2.94,6.24,6.99,7.76,5.23,2.5,4.32
Cre05.g234642_4532,0.04,0.07,0,0.4,0.18,0.22,0.19,0.05,0.19
Cre05.g234644_4532,0.05,0.03,0.06,0.12,0.09,0.06,0.03,0.28,0.17
Cre05.g234645_4532,1.44,2.1,2.92,3.05,5.31,3.75,0.5,4.56,4.88
Cre05.g234647_4532,1.16,2.35,3.06,7.82,14.67,12.98,3.74,8.74,10.08
Cre05.g234648_4532,3.03,1.44,8.52,5.87,7.65,10.33,9.64,14.88,16.39
Cre05.g234649_4532,1.2,1.34,0.64,6.77,4.78,5.12,1.3,1.32,2.14
Cre05.g234651_4532,1.27,1.65,0.5,1.16,1.12,1.04,11.58,0.87,1.23
Cre05.g234652_4532,9.27,9.8,17.65,31.58,31.7,34.79,11.14,33.12,32.17
Cre05.g234653_4532,0.03,0.08,0.05,0,0.06,0.11,0.3,0.08,0.19
Cre05.g234654_4532,0.74,0.81,0.56,6.25,5.29,4.93,1.66,1.26,2.03
Cre05.g234655_4532,2.61,2.6,1.91,4.05,4.98,4.26,2.22,3.38,4.72
Cre05.g234656_4532,0,0.07,0,0.07,0.02,0.02,0.07,0.02,0
Cre05.g234657_4532,0.49,0.32,0.35,0.59,0.91,0.94,1.62,0.14,0.26
Cre05.g234658_4532,1.81,1.83,1.18,3.79,4.34,4.79,2.88,1.67,2.81
Cre05.g234659_4532,3.31,1.97,6.8,5.05,2.46,3.76,3.8,6.5,5.62
Cre05.g234660_4532,2.46,2,5.51,2.1,0.96,2.84,0.74,14.37,11.43
Cre05.g234661_4532,0.97,1.07,1.79,126.64,196.17,126.48,7.26,3.45,4.88
Cre05.g234662_4532,1.79,1.82,0.84,4.37,3.14,3.23,4.29,1.51,2.92
Cre05.g234663_4532,4,4.48,1.83,10.37,6.23,7.8,7.3,3.2,6.03
Cre05.g234664_4532,2.54,3.18,2.14,5.05,5.8,6.12,4.73,5.25,5.79
Cre05.g234665_4532,1.37,1.46,2.45,4.58,8.48,6.68,3.02,2.84,3.58
Cre05.g234666_4532,4.73,3.36,6.14,4.59,2.47,2.34,4.81,5.69,5.05
Cre05.g234700_4532,25.4,25.55,20.99,25.05,31.16,32.92,38.13,13.22,22.97
Cre05.g234750_4532,3.02,2.06,5.98,7.85,2.02,2.49,11.34,3.51,3.8
Cre05.g234801_4532,0.87,1.28,0.51,0.98,0.65,0.73,2.76,1.73,2.58
Cre05.g234850_4532,3.24,2.95,2.12,6.03,6.53,5.82,7.56,2.85,5.91
Cre05.g235186_4532,0,0,0,0,0,0,0.03,0,0
Cre05.g235450_4532,4.45,4.23,3.01,12.04,14.51,10.98,6.59,4.96,8.19
Cre05.g235500_4532,1.76,1.66,1.58,3.87,2.97,2.67,3.17,2.18,3.13
Cre05.g235550_4532,0.67,1.08,0.37,1.1,3.39,3.84,15.46,0.39,0.81
Cre05.g235600_4532,0.81,1.29,0.42,4.56,4.74,3.94,1.73,1.94,2.92
Cre05.g235650_4532,0.35,0.31,1.05,0.99,0.14,0.26,0.72,1.77,1.2
Cre05.g235700_4532,8.59,11.83,23.07,29.36,15.41,21.94,6.88,79.58,49.26
Cre05.g235750_4532,0.08,0.27,0.12,2.28,6.23,4.94,1.62,3.21,4.67
Cre05.g235800_4532,0.62,0.54,0.18,7.58,5.66,6.42,5.06,2.44,4.52
Cre05.g235850_4532,0.02,0.06,0,2.34,1.02,0.86,1.83,1.56,0.86
Cre05.g235900_4532,0.81,0.69,0.34,5.26,5.36,5.27,4.04,2.87,4.69
Cre05.g235950_4532,0.29,0.48,0.82,252.6,250.47,194.82,11.05,28.33,37.22
Cre05.g236000_4532,0.54,0.66,0.58,0.77,0.57,0.69,0.88,1.57,1.27
Cre05.g236039_4532,0.52,0.69,0.27,1.5,1.31,1.19,1.08,0.76,1.51
Cre05.g236050_4532,3.57,3.97,2.23,12.32,14.11,12.48,16.03,9.17,13.95
Cre05.g236100_4532,0.57,0.71,0.49,2,2.52,1.74,2.75,1.96,2.64
Cre05.g236150_4532,2.23,1.58,1.43,1.94,2.72,2.28,1.74,1.11,1.69
Cre05.g236183_4532,0,0,0,0,0,0,0,0,0
Cre05.g236216_4532,0.33,0.35,0.76,0.24,0.12,0.18,0.58,1.15,0.44
Cre05.g236250_4532,0.73,1.67,0.49,0.99,1.53,1.43,0.72,1.63,2.99
Cre05.g236300_4532,0.01,0.01,0,0.01,0.02,0,0,0,0
Cre05.g236400_4532,6.25,9.23,3.55,4.06,2.47,3.31,11.05,3.39,7.54
Cre05.g236450_4532,1.32,1.28,1.22,1.78,1.74,1.55,1.81,1.85,1.95
Cre05.g236500_4532,0.66,0.77,0.62,1.81,2.9,2.84,1.86,2.92,2.94
Cre05.g236550_4532,0.13,0.1,0.29,0.02,0,0.07,0.34,1.41,0.69
Cre05.g236600_4532,0.34,0.77,0.57,1,1.3,1.41,1.73,2.13,3.13
Cre05.g236650_4532,3.64,4.7,3.74,5.35,1.71,2.22,0.65,3.95,8.07
Cre05.g236700_4532,0.39,0.6,0.41,0.53,0.5,0.45,1.79,0.65,0.8
Cre05.g236750_4532,0.24,0.34,0.49,0.5,0.1,0.08,0.53,1.21,0.66
Cre05.g236802_4532,0.52,0.55,0.45,0.24,0.03,0.14,0.69,1.24,0.75
Cre05.g236850_4532,0.25,0.39,0.55,0.29,0.28,0.16,0.11,0.97,0.64
Cre05.g236878_4532,0.35,0.49,0.13,0.24,0.03,0.16,0.58,0.75,0.65
Cre05.g236907_4532,0.18,0.37,0.18,0.22,0.14,0.1,0.39,0.23,0.42
Cre05.g236926_4532,0,0.04,0,0.03,0.04,0.02,0.15,0.04,0.01
Cre05.g236950_4532,0.04,0.15,0.7,0.38,0.07,0.17,0.9,1.07,0.71
Cre05.g237000_4532,2.57,1.64,8.64,1.47,0.53,1.07,4.66,6.88,3.48
Cre05.g237050_4532,7.82,8.55,10.69,11.72,10.38,9.5,8.79,10.11,12.34
Cre05.g237100_4532,0,0.14,0,0.46,0.15,0.3,0.3,1.14,0
Cre05.g237150_4532,0,0,0.08,0.27,0.51,0.39,0.65,0.68,1.22
Cre05.g237200_4532,0.79,0.83,0.48,3.03,2.45,2.1,2.89,1.12,2.14
Cre05.g237250_4532,5.02,5.04,2.74,3.38,3.66,5.1,4.89,5.06,5.24
Cre05.g237283_4532,4.04,5.6,4.17,7.49,8.61,6.75,16.23,7.65,13.73
Cre05.g237350_4532,5.1,5.49,3.13,7.01,7.62,6.65,10.36,3.47,7.96
Cre05.g237400_4532,22.25,15.01,14.7,22.04,43.73,42.48,52.42,2.65,8.21
Cre05.g237450_4532,36.9,38.9,105.98,105.52,445.54,295.67,2.28,171.78,216.44
Cre05.g237500_4532,0.04,0,0,0,0.02,0.02,0,0,0.02
Cre05.g237550_4532,0,0,0,0.06,0,0.12,0,0,0.06
Cre05.g237600_4532,1.36,2.12,0.94,3.16,1.46,1.82,1.68,1.52,3.63
Cre05.g237650_4532,2.24,2.19,0.97,3.2,5.2,4.56,6.21,1.48,3.62
Cre05.g237700_4532,6.93,2.8,7.93,8.84,10.42,5.12,15.14,6.83,12.54
Cre05.g237750_4532,0.32,0.11,0.78,1.93,1.03,1.18,1.25,1.38,1.32
Cre05.g237800_4532,1.5,3.15,5.89,1.34,0.44,0.7,2.85,7.98,5.82
Cre05.g237850_4532,0,0,0,0.15,0.08,0.15,0.15,0,0
Cre05.g237950_4532,3.69,4.82,6.38,49.45,53.14,44.59,20.93,22.01,23.01
Cre05.g238000_4532,1.06,1.28,0.6,1.37,0.91,1.27,0.82,0.63,1.08
Cre05.g238052_4532,0.59,0.83,0.37,1.09,0.82,1.34,1.62,1.05,1.48
Cre05.g238100_4532,7.57,9.28,6.85,44.37,60.06,42.19,27.13,15.11,25.08
Cre05.g238150_4532,0.73,0.75,0.47,1.16,0.86,1.22,1.27,0.77,1.54
Cre05.g238200_4532,8.03,11.08,7.49,31.37,11.63,15.17,30.02,22.75,28.91
Cre05.g238250_4532,12.83,14.32,9.51,108.05,155.86,114.4,32.49,17.58,29.72
Cre05.g238260_4532,1.33,1.78,0.89,3.36,3.86,2.92,4.92,1.78,2.7
Cre05.g238280_4532,5.4,5.05,9,23.62,44.19,34.01,22.14,12.06,21.06
Cre05.g238290_4532,0.24,0.2,0.14,0.1,0.19,0.2,0.17,0.32,0.31
Cre05.g238301_4532,4.64,5.7,5.34,55.22,80.09,57.57,8.51,27.54,41.16
Cre05.g238311_4532,9.49,9.78,8.09,10.22,23.59,11.68,8.96,16.8,5.6
Cre05.g238322_4532,8.78,8.5,5.7,15.78,6.93,7.45,15.59,5.94,8.75
Cre05.g238332_4532,3589.13,2946.56,4306.56,3188.47,2409.68,3219.06,3214.2,5158.98,4427.65
Cre05.g238343_4532,0.47,0.42,0.14,1.22,1.51,1.76,0.87,1.31,1.87
Cre05.g238364_4532,0.28,0.28,1.01,0.44,0.15,1.32,0.87,2.34,0.57
Cre05.g238374_4532,0.26,0.32,0.51,0.45,0.06,0.28,1.16,1,0.68
Cre05.g238400_4532,0.17,0.22,0.26,0.85,0.91,1.21,0.5,0.35,0.48
Cre05.g238450_4532,0,0.02,0.07,0.02,0.02,0,0,0,0.04
Cre05.g238500_4532,0.39,0.45,0.17,0.66,0,0,3.68,0.18,0.25
Cre05.g238550_4532,0.26,0.23,0.06,1.46,1.35,1.26,0.73,0.41,0.5
Cre05.g238600_4532,0.16,0.44,0,0.37,0.25,0.1,0.07,0,0.02
Cre05.g238650_4532,45.7,36.68,21.97,13.34,16.48,14.66,59.62,15.62,15.03
Cre05.g238687_4532,42.44,32.74,50.1,106.21,99.74,111.64,108.71,47.32,61.28
Cre05.g238800_4532,1.81,2.41,1.42,16.5,16.38,12.81,13.59,5.61,8.53
Cre05.g238850_4532,3.83,4.23,4.96,5.3,9.86,6.43,2.06,4.89,5.14
Cre05.g238900_4532,0.33,0.34,0.33,0.49,0.29,0.66,1.52,0.75,0.75
Cre05.g238935_4532,0.8,0.75,0.63,3.8,1.9,2.58,1.19,0.6,0.7
Cre05.g238950_4532,1.28,1.57,0.77,1.45,1.38,1.6,3.89,1.2,2.42
Cre05.g239000_4532,2.36,2.91,2.55,0.34,0.41,0.41,2.81,1.04,1.33
Cre05.g239050_4532,0.54,0.59,0.13,0.51,0.21,0.39,1.26,0.19,0.45
Cre05.g239100_4532,1.02,1.76,0.56,3.17,2.52,2.28,11.47,1.03,2.83
Cre05.g239151_4532,6.57,6.58,3.31,11.19,9.42,8.15,4.51,4.85,7.78
Cre05.g239200_4532,5.32,6.06,5.3,13.3,16.79,17.59,23.81,8.12,16.31
Cre05.g239250_4532,0.06,0.09,0.12,0.43,0.18,0.22,0.42,0.51,0.26
Cre05.g239300_4532,0.56,1.04,0.79,2.39,2.15,1.97,2.7,2.46,2.41
Cre05.g239350_4532,0.57,1.02,1.69,4.1,1.51,2.96,3.56,3.88,3.4
Cre05.g239400_4532,0.57,0.98,0.49,67.09,69.46,54.92,17.88,15.1,20.48
Cre05.g239450_4532,0.16,0.22,0.22,5.22,7.99,6.31,0.94,0.41,0.54
Cre05.g239500_4532,4.79,5.92,3.15,57.52,57.51,46.62,38.83,15.29,23.33
Cre05.g239550_4532,1.72,1.96,1.21,1.68,1.35,1,1.17,1.03,1.59
Cre05.g239600_4532,0.75,1.54,1.37,3.5,2.4,2.75,0.53,2.67,4.52
Cre05.g239650_4532,0.2,0.49,0.2,1.23,1.55,1.01,2.52,2.59,3.76
Cre05.g239700_4532,0.04,0.09,0.04,0.53,0.61,0.53,0.12,0.04,0.09
Cre05.g239750_4532,2.83,2.64,1.23,3.29,5.78,4.83,2.56,3.6,3.61
Cre05.g239800_4532,0.27,0.53,0.43,1.5,3.26,2.57,1.13,2.78,2.46
Cre05.g239850_4532,0.06,0.06,0.06,0.07,0.18,0.23,0.2,0.15,0.34
Cre05.g239900_4532,0.12,0.15,0.01,0.21,0.27,0.04,0.22,0.25,0.07
Cre05.g239950_4532,1.23,1.4,0.87,0.35,0.14,0.35,0.44,0.58,0.68
